date,sku_id,units_sold,revenue,unit_price,promo_flag
2025-04-20,SKU0060,1,6709.51,6709.51,0
2025-04-21,SKU0060,1,6735.1,6735.1,0
2025-04-22,SKU0060,3,20495.79,6831.93,0
2025-04-23,SKU0060,0,0.0,6712.33,0
2025-04-24,SKU0060,0,0.0,6723.8,0
2025-04-25,SKU0060,3,20483.31,6827.77,0
2025-04-26,SKU0060,1,6654.42,6654.42,0
2025-04-27,SKU0060,3,20087.37,6695.79,0
2025-04-28,SKU0060,1,6711.46,6711.46,0
2025-04-29,SKU0060,2,13502.86,6751.43,0
2025-04-30,SKU0060,0,0.0,6751.91,0
2025-05-01,SKU0060,2,13639.02,6819.51,0
2025-05-02,SKU0060,0,0.0,6796.9,0
2025-05-03,SKU0060,5,33918.5,6783.7,0
2025-05-04,SKU0060,2,13623.44,6811.72,0
2025-05-05,SKU0060,1,6805.75,6805.75,0
2025-05-06,SKU0060,1,6838.34,6838.34,0
2025-05-07,SKU0060,0,0.0,6643.69,0
2025-05-08,SKU0060,1,6689.73,6689.73,0
2025-05-09,SKU0060,1,6692.79,6692.79,0
2025-05-10,SKU0060,2,13390.22,6695.11,0
2025-05-11,SKU0060,2,13437.42,6718.71,0
2025-05-12,SKU0060,0,0.0,6641.22,0
2025-05-13,SKU0060,1,6783.54,6783.54,0
2025-05-14,SKU0060,1,6805.57,6805.57,0
2025-05-15,SKU0060,2,13668.08,6834.04,0
2025-05-16,SKU0060,1,6738.92,6738.92,0
2025-05-17,SKU0060,2,13428.36,6714.18,0
2025-05-18,SKU0060,2,13666.9,6833.45,0
2025-05-19,SKU0060,1,6821.46,6821.46,0
2025-05-20,SKU0060,4,26698.68,6674.67,0
2025-05-21,SKU0060,1,6825.82,6825.82,0
2025-05-22,SKU0060,1,6790.48,6790.48,0
2025-05-23,SKU0060,0,0.0,6827.27,0
2025-05-24,SKU0060,2,13275.18,6637.59,0
2025-05-25,SKU0060,0,0.0,6768.1,0
2025-05-26,SKU0060,3,20160.51,6720.17,0
2025-05-27,SKU0060,3,19933.92,6644.64,0
2025-05-28,SKU0060,0,0.0,6753.6,0
2025-05-29,SKU0060,0,0.0,6792.95,0
2025-05-30,SKU0060,1,6636.35,6636.35,0
2025-05-31,SKU0060,1,6698.88,6698.88,0
2025-06-01,SKU0060,4,21332.12,5333.03,1
2025-06-02,SKU0060,5,27558.35,5511.67,1
2025-06-03,SKU0060,4,20516.32,5129.08,1
2025-06-04,SKU0060,3,17025.51,5675.17,1
2025-06-05,SKU0060,1,5603.48,5603.48,1
2025-06-06,SKU0060,0,0.0,6836.47,0
2025-06-07,SKU0060,1,6735.35,6735.35,0
2025-06-08,SKU0060,1,6754.63,6754.63,0
2025-06-09,SKU0060,2,13621.06,6810.53,0
2025-06-10,SKU0060,0,0.0,6658.12,0
2025-06-11,SKU0060,2,13324.46,6662.23,0
2025-06-12,SKU0060,0,0.0,6831.48,0
2025-06-13,SKU0060,1,6701.78,6701.78,0
2025-06-14,SKU0060,1,6687.71,6687.71,0
2025-06-15,SKU0060,2,13408.34,6704.17,0
2025-06-16,SKU0060,2,13648.46,6824.23,0
2025-06-17,SKU0060,1,6787.61,6787.61,0
2025-06-18,SKU0060,1,6642.35,6642.35,0
2025-06-19,SKU0060,0,0.0,6642.02,0
2025-06-20,SKU0060,3,19995.78,6665.26,0
2025-06-21,SKU0060,1,6810.3,6810.3,0
2025-06-22,SKU0060,1,6715.83,6715.83,0
2025-06-23,SKU0060,2,13491.64,6745.82,0
2025-06-24,SKU0060,3,20048.88,6682.96,0
2025-06-25,SKU0060,1,6698.08,6698.08,0
2025-06-26,SKU0060,0,0.0,6793.0,0
2025-06-27,SKU0060,0,0.0,6828.14,0
2025-06-28,SKU0060,5,33735.1,6747.02,0
2025-06-29,SKU0060,1,6781.35,6781.35,0
2025-06-30,SKU0060,0,0.0,6753.5,0
2025-07-01,SKU0060,2,13600.68,6800.34,0
2025-07-02,SKU0060,1,6750.51,6750.51,0
2025-07-03,SKU0060,1,6645.76,6645.76,0
2025-07-04,SKU0060,2,13593.38,6796.69,0
2025-07-05,SKU0060,2,13627.66,6813.83,0
2025-07-06,SKU0060,2,13283.64,6641.82,0
2025-07-07,SKU0060,2,13315.3,6657.65,0
2025-07-08,SKU0060,0,0.0,6743.12,0
2025-07-09,SKU0060,1,6662.66,6662.66,0
2025-07-10,SKU0060,2,13295.2,6647.6,0
2025-07-11,SKU0060,2,13475.26,6737.63,0
2025-07-12,SKU0060,4,26951.84,6737.96,0
2025-07-13,SKU0060,0,0.0,6687.36,0
2025-07-14,SKU0060,2,13325.16,6662.58,0
2025-07-15,SKU0060,1,6694.24,6694.24,0
2025-07-16,SKU0060,1,6833.46,6833.46,0
2025-07-17,SKU0060,4,26933.68,6733.42,0
2025-07-18,SKU0060,2,13461.7,6730.85,0
2025-07-19,SKU0060,1,6726.83,6726.83,0
2025-07-20,SKU0060,3,20257.44,6752.48,0
2025-07-21,SKU0060,1,6671.37,6671.37,0
2025-07-22,SKU0060,1,6670.92,6670.92,0
2025-07-23,SKU0060,1,6725.69,6725.69,0
2025-07-24,SKU0060,2,13637.74,6818.87,0
2025-07-25,SKU0060,0,0.0,6839.69,0
2025-07-26,SKU0060,4,26743.88,6685.97,0
2025-07-27,SKU0060,1,6781.12,6781.12,0
2025-07-28,SKU0060,2,13328.28,6664.14,0
2025-07-29,SKU0060,3,20328.63,6776.21,0
2025-07-30,SKU0060,4,27257.92,6814.48,0
2025-07-31,SKU0060,3,20277.3,6759.1,0
2025-08-01,SKU0060,3,20098.56,6699.52,0
2025-08-02,SKU0060,2,13397.28,6698.64,0
2025-08-03,SKU0060,0,0.0,6683.71,0
2025-08-04,SKU0060,0,0.0,6807.01,0
2025-08-05,SKU0060,2,13630.28,6815.14,0
2025-08-06,SKU0060,1,6657.47,6657.47,0
2025-08-07,SKU0060,0,0.0,6831.28,0
2025-08-08,SKU0060,1,6784.8,6784.8,0
2025-08-09,SKU0060,2,13461.86,6730.93,0
2025-08-10,SKU0060,1,6668.45,6668.45,0
2025-08-11,SKU0060,5,33827.05,6765.41,0
2025-08-12,SKU0060,1,6758.43,6758.43,0
2025-08-13,SKU0060,2,13574.3,6787.15,0
2025-08-14,SKU0060,4,27229.92,6807.48,0
2025-08-15,SKU0060,1,6754.66,6754.66,0
2025-08-16,SKU0060,5,34064.0,6812.8,0
2025-08-17,SKU0060,1,6670.69,6670.69,0
2025-08-18,SKU0060,1,6815.29,6815.29,0
2025-08-19,SKU0060,2,13359.86,6679.93,0
2025-08-20,SKU0060,0,0.0,,0
2025-08-21,SKU0060,3,19945.65,6648.55,0
2025-08-22,SKU0060,2,13388.58,6694.29,0
2025-08-23,SKU0060,4,26803.8,6700.95,0
2025-08-24,SKU0060,4,27132.92,6783.23,0
2025-08-25,SKU0060,0,0.0,6775.13,0
2025-08-26,SKU0060,2,13646.06,6823.03,0
2025-08-27,SKU0060,3,20349.39,6783.13,0
2025-08-28,SKU0060,3,20445.42,6815.14,0
2025-08-29,SKU0060,1,6791.49,6791.49,0
2025-08-30,SKU0060,2,13357.12,6678.56,0
2025-08-31,SKU0060,1,6765.55,6765.55,0
2025-09-01,SKU0060,1,6796.11,6796.11,0
2025-09-02,SKU0060,2,13293.78,6646.89,0
2025-09-03,SKU0060,2,13625.86,6812.93,0
2025-09-04,SKU0060,1,6746.37,6746.37,0
2025-09-05,SKU0060,4,27138.8,6784.7,0
2025-09-06,SKU0060,1,6692.38,6692.38,0
2025-09-07,SKU0060,0,0.0,6680.44,0
2025-09-08,SKU0060,1,6692.07,6692.07,0
2025-09-09,SKU0060,3,20172.66,6724.22,0
2025-09-10,SKU0060,3,20437.5,6812.5,0
2025-09-11,SKU0060,1,6657.0,6657.0,0
2025-09-12,SKU0060,1,6738.5,6738.5,0
2025-09-13,SKU0060,3,20135.07,6711.69,0
2025-09-14,SKU0060,3,20412.96,6804.32,0
2025-09-15,SKU0060,0,0.0,6796.3,0
2025-09-16,SKU0060,2,13433.4,6716.7,0
2025-09-17,SKU0060,4,27055.0,6763.75,0
2025-09-18,SKU0060,2,13428.44,6714.22,0
2025-09-19,SKU0060,3,20251.56,6750.52,0
2025-09-20,SKU0060,3,19910.01,6636.67,0
2025-09-21,SKU0060,3,20182.74,6727.58,0
2025-09-22,SKU0060,2,13466.28,6733.14,0
2025-09-23,SKU0060,1,6689.83,6689.83,0
2025-09-24,SKU0060,4,27234.72,6808.68,0
2025-09-25,SKU0060,1,6644.01,6644.01,0
2025-09-26,SKU0060,2,13364.88,6682.44,0
2025-09-27,SKU0060,0,0.0,6699.4,0
2025-09-28,SKU0060,2,13626.34,6813.17,0
2025-09-29,SKU0060,7,46727.59,6675.37,0
2025-09-30,SKU0060,2,13440.82,6720.41,0
2024-01-01,SKU0061,0,0.0,5061.69,0
2024-01-02,SKU0061,0,0.0,5155.11,0
2024-01-03,SKU0061,0,0.0,5159.61,0
2024-01-04,SKU0061,1,5107.86,5107.86,0
2024-01-05,SKU0061,2,10133.3,5066.65,0
2024-01-06,SKU0061,1,5089.68,5089.68,0
2024-01-07,SKU0061,0,0.0,5045.92,0
2024-01-08,SKU0061,0,0.0,5152.0,0
2024-01-09,SKU0061,2,10229.54,5114.77,0
2024-01-10,SKU0061,0,0.0,5059.52,0
2024-01-11,SKU0061,0,0.0,5087.97,0
2024-01-12,SKU0061,3,15410.82,5136.94,0
2024-01-13,SKU0061,1,5019.34,5019.34,0
2024-01-14,SKU0061,0,0.0,4259.67,1
2024-01-15,SKU0061,1,3677.14,3677.14,1
2024-01-16,SKU0061,0,0.0,3934.48,1
2024-01-17,SKU0061,0,0.0,3895.72,1
2024-01-18,SKU0061,0,0.0,5055.76,0
2024-01-19,SKU0061,1,5129.0,5129.0,0
2024-01-20,SKU0061,1,5112.25,5112.25,0
2024-01-21,SKU0061,0,0.0,5083.83,0
2024-01-22,SKU0061,1,5082.23,5082.23,0
2024-01-23,SKU0061,1,5140.76,5140.76,0
2024-01-24,SKU0061,0,0.0,5165.62,0
2024-01-25,SKU0061,0,0.0,5040.9,0
2024-01-26,SKU0061,0,0.0,5126.66,0
2024-01-27,SKU0061,0,0.0,5111.28,0
2024-01-28,SKU0061,0,0.0,5090.11,0
2024-01-29,SKU0061,1,5095.02,5095.02,0
2024-01-30,SKU0061,1,5138.6,5138.6,0
2024-01-31,SKU0061,0,0.0,5130.25,0
2024-02-01,SKU0061,1,5061.84,5061.84,0
2024-02-02,SKU0061,1,5025.02,5025.02,0
2024-02-03,SKU0061,0,0.0,5094.97,0
2024-02-04,SKU0061,0,0.0,5031.64,0
2024-02-05,SKU0061,0,0.0,5078.07,0
2024-02-06,SKU0061,0,0.0,5048.86,0
2024-02-07,SKU0061,1,5129.64,5129.64,0
2024-02-08,SKU0061,0,0.0,5035.06,0
2024-02-09,SKU0061,0,0.0,5140.51,0
2024-02-10,SKU0061,0,0.0,5060.66,0
2024-02-11,SKU0061,2,10141.38,5070.69,0
2024-02-12,SKU0061,0,0.0,5065.35,0
2024-02-13,SKU0061,1,5044.25,5044.25,0
2024-02-14,SKU0061,0,0.0,5048.04,0
2024-02-15,SKU0061,1,5075.04,5075.04,0
2024-02-16,SKU0061,1,5122.98,5122.98,0
2024-02-17,SKU0061,0,0.0,5172.0,0
2024-02-18,SKU0061,0,0.0,5138.42,0
2024-02-19,SKU0061,0,0.0,5097.78,0
2024-02-20,SKU0061,0,0.0,5096.86,0
2024-02-21,SKU0061,1,5134.22,5134.22,0
2024-02-22,SKU0061,0,0.0,5155.59,0
2024-02-23,SKU0061,0,0.0,5114.8,0
2024-02-24,SKU0061,0,0.0,5173.27,0
2024-02-25,SKU0061,0,0.0,5079.5,0
2024-02-26,SKU0061,1,5041.32,5041.32,0
2024-02-27,SKU0061,1,5148.22,5148.22,0
2024-02-28,SKU0061,1,5093.15,5093.15,0
2024-02-29,SKU0061,0,0.0,5098.34,0
2024-03-01,SKU0061,1,5035.76,5035.76,0
2024-03-02,SKU0061,0,0.0,5051.79,0
2024-03-03,SKU0061,1,5060.41,5060.41,0
2024-03-04,SKU0061,0,0.0,5043.55,0
2024-03-05,SKU0061,0,0.0,5136.8,0
2024-03-06,SKU0061,0,0.0,5126.25,0
2024-03-07,SKU0061,2,10147.0,5073.5,0
2024-03-08,SKU0061,0,0.0,5095.83,0
2024-03-09,SKU0061,1,5135.28,5135.28,0
2024-03-10,SKU0061,0,0.0,5112.29,0
2024-03-11,SKU0061,0,0.0,5048.76,0
2024-03-12,SKU0061,0,0.0,5118.79,0
2024-03-13,SKU0061,0,0.0,5021.74,0
2024-03-14,SKU0061,1,5163.24,5163.24,0
2024-03-15,SKU0061,0,0.0,5149.28,0
2024-03-16,SKU0061,1,5031.55,5031.55,0
2024-03-17,SKU0061,0,0.0,5133.65,0
2024-03-18,SKU0061,0,0.0,5139.0,0
2024-03-19,SKU0061,0,0.0,5124.84,0
2024-03-20,SKU0061,1,5110.79,5110.79,0
2024-03-21,SKU0061,0,0.0,5165.27,0
2024-03-22,SKU0061,0,0.0,5039.57,0
2024-03-23,SKU0061,0,0.0,5120.82,0
2024-03-24,SKU0061,0,0.0,5077.26,0
2024-03-25,SKU0061,0,0.0,5086.61,0
2024-03-26,SKU0061,0,0.0,5043.34,0
2024-03-27,SKU0061,0,0.0,5038.57,0
2024-03-28,SKU0061,1,5052.87,5052.87,0
2024-03-29,SKU0061,1,5128.18,5128.18,0
2024-03-30,SKU0061,0,0.0,5144.89,0
2024-03-31,SKU0061,3,15471.87,5157.29,0
2024-04-01,SKU0061,0,0.0,5142.7,0
2024-04-02,SKU0061,1,5029.06,5029.06,0
2024-04-03,SKU0061,0,0.0,5161.65,0
2024-04-04,SKU0061,0,0.0,5050.83,0
2024-04-05,SKU0061,0,0.0,5151.6,0
2024-04-06,SKU0061,0,0.0,5167.3,0
2024-04-07,SKU0061,1,5086.99,5086.99,0
2024-04-08,SKU0061,1,5151.99,5151.99,0
2024-04-09,SKU0061,0,0.0,5118.19,0
2024-04-10,SKU0061,0,0.0,5154.87,0
2024-04-11,SKU0061,0,0.0,5083.07,0
2024-04-12,SKU0061,0,0.0,5103.45,0
2024-04-13,SKU0061,1,5163.04,5163.04,0
2024-04-14,SKU0061,1,5069.45,5069.45,0
2024-04-15,SKU0061,0,0.0,5138.67,0
2024-04-16,SKU0061,0,0.0,5053.91,0
2024-04-17,SKU0061,0,0.0,5155.83,0
2024-04-18,SKU0061,0,0.0,5086.64,0
2024-04-19,SKU0061,0,0.0,5018.34,0
2024-04-20,SKU0061,1,5088.4,5088.4,0
2024-04-21,SKU0061,0,0.0,5120.43,0
2024-04-22,SKU0061,0,0.0,5104.16,0
2024-04-23,SKU0061,0,0.0,5018.43,0
2024-04-24,SKU0061,0,0.0,5137.41,0
2024-04-25,SKU0061,0,0.0,5091.02,0
2024-04-26,SKU0061,0,0.0,5102.29,0
2024-04-27,SKU0061,0,0.0,5020.04,0
2024-04-28,SKU0061,0,0.0,5088.68,0
2024-04-29,SKU0061,0,0.0,5051.32,0
2024-04-30,SKU0061,1,5094.08,5094.08,0
2024-05-01,SKU0061,0,0.0,5102.98,0
2024-05-02,SKU0061,0,0.0,5134.93,0
2024-05-03,SKU0061,0,0.0,5165.28,0
2024-05-04,SKU0061,1,5073.33,5073.33,0
2024-05-05,SKU0061,0,0.0,5111.23,0
2024-05-06,SKU0061,0,0.0,5043.42,0
2024-05-07,SKU0061,0,0.0,5026.22,0
2024-05-08,SKU0061,0,0.0,5060.88,0
2024-05-09,SKU0061,0,0.0,5099.44,0
2024-05-10,SKU0061,0,0.0,5164.22,0
2024-05-11,SKU0061,0,0.0,5060.06,0
2024-05-12,SKU0061,0,0.0,5082.96,0
2024-05-13,SKU0061,2,10150.16,5075.08,0
2024-05-14,SKU0061,0,0.0,5090.57,0
2024-05-15,SKU0061,0,0.0,5098.91,0
2024-05-16,SKU0061,0,0.0,5169.43,0
2024-05-17,SKU0061,0,0.0,5098.27,0
2024-05-18,SKU0061,0,0.0,5103.05,0
2024-05-19,SKU0061,0,0.0,5054.15,0
2024-05-20,SKU0061,0,0.0,5059.18,0
2024-05-21,SKU0061,0,0.0,5143.22,0
2024-05-22,SKU0061,1,5061.91,5061.91,0
2024-05-23,SKU0061,0,0.0,5100.52,0
2024-05-24,SKU0061,0,0.0,5075.03,0
2024-05-25,SKU0061,0,0.0,5114.34,0
2024-05-26,SKU0061,0,0.0,5157.39,0
2024-05-27,SKU0061,0,0.0,5123.02,0
2024-05-28,SKU0061,0,0.0,5128.7,0
2024-05-29,SKU0061,0,0.0,5118.04,0
2024-05-30,SKU0061,0,0.0,5086.01,0
2024-05-31,SKU0061,0,0.0,5051.82,0
2024-06-01,SKU0061,1,3718.5,3718.5,1
2024-06-02,SKU0061,0,0.0,3954.08,1
2024-06-03,SKU0061,0,0.0,4081.89,1
2024-06-04,SKU0061,1,4220.33,4220.33,1
2024-06-05,SKU0061,1,3756.77,3756.77,1
2024-06-06,SKU0061,0,0.0,5120.89,0
2024-06-07,SKU0061,1,5083.48,5083.48,0
2024-06-08,SKU0061,0,0.0,5107.13,0
2024-06-09,SKU0061,0,0.0,5043.41,0
2024-06-10,SKU0061,1,5072.72,5072.72,0
2024-06-11,SKU0061,1,5157.01,5157.01,0
2024-06-12,SKU0061,0,0.0,5078.96,0
2024-06-13,SKU0061,0,0.0,5040.46,0
2024-06-14,SKU0061,0,0.0,5074.67,0
2024-06-15,SKU0061,1,5066.81,5066.81,0
2024-06-16,SKU0061,0,0.0,5160.98,0
2024-06-17,SKU0061,0,0.0,5073.9,0
2024-06-18,SKU0061,0,0.0,5079.58,0
2024-06-19,SKU0061,0,0.0,5045.22,0
2024-06-20,SKU0061,0,0.0,5170.3,0
2024-06-21,SKU0061,0,0.0,5110.92,0
2024-06-22,SKU0061,0,0.0,5091.69,0
2024-06-23,SKU0061,0,0.0,5107.74,0
2024-06-24,SKU0061,0,0.0,5159.37,0
2024-06-25,SKU0061,0,0.0,5021.45,0
2024-06-26,SKU0061,1,5061.01,5061.01,0
2024-06-27,SKU0061,2,10173.0,5086.5,0
2024-06-28,SKU0061,2,10290.88,5145.44,0
2024-06-29,SKU0061,0,0.0,5112.53,0
2024-06-30,SKU0061,1,5135.44,5135.44,0
2024-07-01,SKU0061,0,0.0,5042.13,0
2024-07-02,SKU0061,0,0.0,5037.75,0
2024-07-03,SKU0061,0,0.0,5090.88,0
2024-07-04,SKU0061,1,5082.86,5082.86,0
2024-07-05,SKU0061,0,0.0,5073.63,0
2024-07-06,SKU0061,2,10191.56,5095.78,0
2024-07-07,SKU0061,0,0.0,5105.58,0
2024-07-08,SKU0061,1,5065.5,5065.5,0
2024-07-09,SKU0061,0,0.0,5040.73,0
2024-07-10,SKU0061,1,5020.64,5020.64,0
2024-07-11,SKU0061,0,0.0,5115.97,0
2024-07-12,SKU0061,1,5046.53,5046.53,0
2024-07-13,SKU0061,0,0.0,5108.01,0
2024-07-14,SKU0061,0,0.0,5117.46,0
2024-07-15,SKU0061,0,0.0,5160.48,0
2024-07-16,SKU0061,0,0.0,5032.87,0
2024-07-17,SKU0061,0,0.0,5146.79,0
2024-07-18,SKU0061,0,0.0,5031.87,0
2024-07-19,SKU0061,0,0.0,5058.52,0
2024-07-20,SKU0061,1,5148.76,5148.76,0
2024-07-21,SKU0061,1,5076.7,5076.7,0
2024-07-22,SKU0061,0,0.0,5140.74,0
2024-07-23,SKU0061,0,0.0,5154.67,0
2024-07-24,SKU0061,0,0.0,5114.04,0
2024-07-25,SKU0061,0,0.0,5123.37,0
2024-07-26,SKU0061,0,0.0,5018.42,0
2024-07-27,SKU0061,0,0.0,5026.78,0
2024-07-28,SKU0061,0,0.0,5141.05,0
2024-07-29,SKU0061,1,5091.52,5091.52,0
2024-07-30,SKU0061,0,0.0,5119.63,0
2024-07-31,SKU0061,0,0.0,5053.05,0
2024-08-01,SKU0061,0,0.0,5164.91,0
2024-08-02,SKU0061,1,5096.65,5096.65,0
2024-08-03,SKU0061,2,10307.74,5153.87,0
2024-08-04,SKU0061,1,5165.75,5165.75,0
2024-08-05,SKU0061,1,5151.0,5151.0,0
2024-08-06,SKU0061,1,5072.08,5072.08,0
2024-08-07,SKU0061,0,0.0,5125.88,0
2024-08-08,SKU0061,1,5044.2,5044.2,0
2024-08-09,SKU0061,0,0.0,5123.62,0
2024-08-10,SKU0061,0,0.0,5063.42,0
2024-08-11,SKU0061,0,0.0,5160.87,0
2024-08-12,SKU0061,0,0.0,5092.59,0
2024-08-13,SKU0061,0,0.0,5080.51,0
2024-08-14,SKU0061,0,0.0,5087.71,0
2024-08-15,SKU0061,0,0.0,5108.15,0
2024-08-16,SKU0061,0,0.0,5038.32,0
2024-08-17,SKU0061,0,0.0,5028.73,0
2024-08-18,SKU0061,0,0.0,5020.55,0
2024-08-19,SKU0061,0,0.0,5053.63,0
2024-08-20,SKU0061,0,0.0,5158.83,0
2024-08-21,SKU0061,1,5162.07,5162.07,0
2024-08-22,SKU0061,1,5155.82,5155.82,0
2024-08-23,SKU0061,1,5122.79,5122.79,0
2024-08-24,SKU0061,0,0.0,5046.17,0
2024-08-25,SKU0061,0,0.0,5052.89,0
2024-08-26,SKU0061,1,5065.09,5065.09,0
2024-08-27,SKU0061,0,0.0,5080.14,0
2024-08-28,SKU0061,1,5118.47,5118.47,0
2024-08-29,SKU0061,0,0.0,5161.05,0
2024-08-30,SKU0061,1,5172.11,5172.11,0
2024-08-31,SKU0061,1,5167.45,5167.45,0
2024-09-01,SKU0061,0,0.0,5061.35,0
2024-09-02,SKU0061,0,0.0,5133.24,0
2024-09-03,SKU0061,0,0.0,5059.83,0
2024-09-04,SKU0061,1,5135.81,5135.81,0
2024-09-05,SKU0061,1,5090.05,5090.05,0
2024-09-06,SKU0061,0,0.0,5160.12,0
2024-09-07,SKU0061,0,0.0,5052.08,0
2024-09-08,SKU0061,0,0.0,5044.79,0
2024-09-09,SKU0061,1,5151.86,,0
2024-09-10,SKU0061,2,10135.58,5067.79,0
2024-09-11,SKU0061,0,0.0,5139.2,0
2024-09-12,SKU0061,0,0.0,5163.23,0
2024-09-13,SKU0061,0,0.0,5048.66,0
2024-09-14,SKU0061,0,0.0,5094.45,0
2024-09-15,SKU0061,1,5059.56,5059.56,0
2024-09-16,SKU0061,0,0.0,5160.07,0
2024-09-17,SKU0061,1,5158.97,5158.97,0
2024-09-18,SKU0061,1,5032.3,5032.3,0
2024-09-19,SKU0061,0,0.0,5091.78,0
2024-09-20,SKU0061,0,0.0,5146.52,0
2024-09-21,SKU0061,0,0.0,5109.01,0
2024-09-22,SKU0061,0,0.0,5146.44,0
2024-09-23,SKU0061,0,0.0,5167.42,0
2024-09-24,SKU0061,1,5157.01,5157.01,0
2024-09-25,SKU0061,1,5089.94,5089.94,0
2024-09-26,SKU0061,0,0.0,5022.98,0
2024-09-27,SKU0061,1,5028.76,5028.76,0
2024-09-28,SKU0061,1,5098.06,5098.06,0
2024-09-29,SKU0061,1,5169.66,5169.66,0
2024-09-30,SKU0061,0,0.0,5073.69,0
2024-10-01,SKU0061,1,5023.5,5023.5,0
2024-10-02,SKU0061,1,5139.81,5139.81,0
2024-10-03,SKU0061,0,0.0,5116.89,0
2024-10-04,SKU0061,2,10041.06,5020.53,0
2024-10-05,SKU0061,0,0.0,5063.92,0
2024-10-06,SKU0061,0,0.0,5110.54,0
2024-10-07,SKU0061,0,0.0,5088.01,0
2024-10-08,SKU0061,0,0.0,5061.57,0
2024-10-09,SKU0061,0,0.0,5036.11,0
2024-10-10,SKU0061,0,0.0,5140.63,0
2024-10-11,SKU0061,0,0.0,5052.54,0
2024-10-12,SKU0061,0,0.0,5063.43,0
2024-10-13,SKU0061,1,5080.73,5080.73,0
2024-10-14,SKU0061,0,0.0,5021.64,0
2024-10-15,SKU0061,0,0.0,5157.23,0
2024-10-16,SKU0061,0,0.0,5072.93,0
2024-10-17,SKU0061,0,0.0,5045.51,0
2024-10-18,SKU0061,0,0.0,5158.19,0
2024-10-19,SKU0061,1,5094.76,5094.76,0
2024-10-20,SKU0061,0,0.0,4247.84,1
2024-10-21,SKU0061,2,7894.42,3947.21,1
2024-10-22,SKU0061,1,3978.19,3978.19,1
2024-10-23,SKU0061,0,0.0,3786.89,1
2024-10-24,SKU0061,1,4166.72,4166.72,1
2024-10-25,SKU0061,1,3743.02,3743.02,1
2024-10-26,SKU0061,2,10169.96,5084.98,0
2024-10-27,SKU0061,0,0.0,5041.91,0
2024-10-28,SKU0061,1,5144.47,5144.47,0
2024-10-29,SKU0061,0,0.0,5093.42,0
2024-10-30,SKU0061,0,0.0,5058.29,0
2024-10-31,SKU0061,0,0.0,5052.44,0
2024-11-01,SKU0061,0,0.0,5030.01,0
2024-11-02,SKU0061,2,10288.7,5144.35,0
2024-11-03,SKU0061,0,0.0,5044.56,0
2024-11-04,SKU0061,1,5134.96,5134.96,0
2024-11-05,SKU0061,1,5070.08,5070.08,0
2024-11-06,SKU0061,0,0.0,5101.3,0
2024-11-07,SKU0061,2,10216.28,5108.14,0
2024-11-08,SKU0061,0,0.0,5110.53,0
2024-11-09,SKU0061,2,10306.68,5153.34,0
2024-11-10,SKU0061,0,0.0,5084.03,0
2024-11-11,SKU0061,2,10252.28,5126.14,0
2024-11-12,SKU0061,0,0.0,5089.38,0
2024-11-13,SKU0061,0,0.0,5088.04,0
2024-11-14,SKU0061,1,5155.97,5155.97,0
2024-11-15,SKU0061,0,0.0,5088.24,0
2024-11-16,SKU0061,0,0.0,5112.05,0
2024-11-17,SKU0061,1,5063.37,5063.37,0
2024-11-18,SKU0061,0,0.0,5034.4,0
2024-11-19,SKU0061,1,5043.38,5043.38,0
2024-11-20,SKU0061,0,0.0,5162.06,0
2024-11-21,SKU0061,0,0.0,5088.79,0
2024-11-22,SKU0061,0,0.0,5135.84,0
2024-11-23,SKU0061,0,0.0,5020.4,0
2024-11-24,SKU0061,1,3779.98,3779.98,1
2024-11-25,SKU0061,1,3774.71,3774.71,1
2024-11-26,SKU0061,1,3629.62,3629.62,1
2024-11-27,SKU0061,2,7771.12,3885.56,1
2024-11-28,SKU0061,0,0.0,5074.77,0
2024-11-29,SKU0061,0,0.0,5162.87,0
2024-11-30,SKU0061,1,5032.02,5032.02,0
2024-12-01,SKU0061,0,0.0,5052.43,0
2024-12-02,SKU0061,0,0.0,5157.42,0
2024-12-03,SKU0061,1,5066.2,5066.2,0
2024-12-04,SKU0061,0,0.0,5029.23,0
2024-12-05,SKU0061,1,5049.9,5049.9,0
2024-12-06,SKU0061,0,0.0,5114.88,0
2024-12-07,SKU0061,0,0.0,5018.72,0
2024-12-08,SKU0061,0,0.0,5057.52,0
2024-12-09,SKU0061,0,0.0,5030.09,0
2024-12-10,SKU0061,0,0.0,5075.21,0
2024-12-11,SKU0061,0,0.0,5117.1,0
2024-12-12,SKU0061,1,5106.4,5106.4,0
2024-12-13,SKU0061,0,0.0,5037.71,0
2024-12-14,SKU0061,0,0.0,5020.01,0
2024-12-15,SKU0061,0,0.0,5171.9,0
2024-12-16,SKU0061,0,0.0,5021.77,0
2024-12-17,SKU0061,0,0.0,5020.02,0
2024-12-18,SKU0061,1,5098.14,5098.14,0
2024-12-19,SKU0061,1,5051.51,5051.51,0
2024-12-20,SKU0061,1,5135.56,5135.56,0
2024-12-21,SKU0061,0,0.0,5063.37,0
2024-12-22,SKU0061,1,5127.73,5127.73,0
2024-12-23,SKU0061,1,5048.52,5048.52,0
2024-12-24,SKU0061,2,10245.4,5122.7,0
2024-12-25,SKU0061,1,5140.74,5140.74,0
2024-12-26,SKU0061,0,0.0,5152.66,0
2024-12-27,SKU0061,1,5126.01,5126.01,0
2024-12-28,SKU0061,0,0.0,5099.81,0
