date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2024-07-15,SKU0018,41,0,40.0,32
2024-07-22,SKU0018,18,0,40.0,32
2024-07-29,SKU0018,177,0,40.0,32
2024-08-05,SKU0018,171,0,40.0,32
2024-08-12,SKU0018,151,0,40.0,32
2024-08-19,SKU0018,134,0,40.0,32
2024-08-26,SKU0018,128,0,40.0,32
2024-09-02,SKU0018,126,0,40.0,32
2024-09-09,SKU0018,102,0,40.0,32
2024-09-16,SKU0018,89,0,40.0,32
2024-09-23,SKU0018,71,0,40.0,32
2024-09-30,SKU0018,69,0,40.0,32
2024-10-07,SKU0018,45,104,40.0,32
2024-10-14,SKU0018,45,0,40.0,32
2024-10-21,SKU0018,44,59,40.0,32
2024-10-28,SKU0018,41,0,40.0,32
2024-11-04,SKU0018,188,0,40.0,32
2024-11-11,SKU0018,181,0,40.0,32
2024-11-18,SKU0018,175,0,40.0,32
2024-11-25,SKU0018,156,0,40.0,32
2024-12-02,SKU0018,144,46,40.0,32
2024-12-09,SKU0018,137,0,40.0,32
2024-12-16,SKU0018,128,0,40.0,32
2024-12-23,SKU0018,112,112,40.0,32
2024-12-30,SKU0018,91,0,40.0,32
2025-01-06,SKU0018,68,36,40.0,32
2025-01-13,SKU0018,48,0,40.0,32
2025-01-20,SKU0018,44,0,40.0,32
2025-01-27,SKU0018,228,0,40.0,32
2025-02-03,SKU0018,209,0,40.0,32
2025-02-10,SKU0018,206,0,40.0,32
2025-02-17,SKU0018,186,0,40.0,32
2025-02-24,SKU0018,183,16,40.0,32
2025-03-03,SKU0018,170,0,40.0,32
2025-03-10,SKU0018,157,0,40.0,32
2025-03-17,SKU0018,146,0,40.0,32
2025-03-24,SKU0018,139,0,40.0,32
2025-03-31,SKU0018,127,0,40.0,32
2025-04-07,SKU0018,121,0,40.0,32
2025-04-14,SKU0018,100,0,40.0,32
2025-04-21,SKU0018,81,0,40.0,32
2025-04-28,SKU0018,71,0,40.0,32
2025-05-05,SKU0018,54,47,40.0,32
2025-05-12,SKU0018,37,0,40.0,32
2025-05-19,SKU0018,200,0,40.0,32
2025-05-26,SKU0018,176,0,40.0,32
2025-06-02,SKU0018,155,0,40.0,32
2025-06-09,SKU0018,137,119,40.0,32
2025-06-16,SKU0018,114,94,40.0,32
2025-06-23,SKU0018,95,0,40.0,32
2025-06-30,SKU0018,85,0,40.0,32
2025-07-07,SKU0018,68,0,40.0,32
2025-07-14,SKU0018,65,0,40.0,32
2025-07-21,SKU0018,63,0,40.0,32
2025-07-28,SKU0018,59,0,40.0,32
2025-08-04,SKU0018,36,74,40.0,32
2025-08-11,SKU0018,147,0,40.0,32
2025-08-18,SKU0018,137,0,40.0,32
2025-08-25,SKU0018,116,0,40.0,32
2025-09-01,SKU0018,102,115,40.0,32
2025-09-08,SKU0018,97,10,40.0,32
2025-09-15,SKU0018,87,0,40.0,32
2025-09-22,SKU0018,69,72,40.0,32
2025-09-29,SKU0018,50,0,40.0,32
2024-01-01,SKU0019,180,0,30.0,14
2024-01-08,SKU0019,173,0,30.0,14
2024-01-15,SKU0019,149,0,30.0,14
2024-01-22,SKU0019,129,0,30.0,14
2024-01-29,SKU0019,112,6,30.0,14
2024-02-05,SKU0019,110,52,30.0,14
2024-02-12,SKU0019,102,0,30.0,14
2024-02-19,SKU0019,99,52,30.0,14
2024-02-26,SKU0019,75,0,30.0,14
2024-03-04,SKU0019,64,51,30.0,14
2024-03-11,SKU0019,43,0,30.0,14
2024-03-18,SKU0019,20,0,30.0,14
2024-03-25,SKU0019,1,58,30.0,14
2024-04-01,SKU0019,173,0,30.0,14
2024-04-08,SKU0019,162,0,30.0,14
2024-04-15,SKU0019,161,0,30.0,14
2024-04-22,SKU0019,149,0,30.0,14
2024-04-29,SKU0019,136,0,30.0,14
2024-05-06,SKU0019,126,0,30.0,14
2024-05-13,SKU0019,112,0,30.0,14
2024-05-20,SKU0019,105,0,30.0,14
2024-05-27,SKU0019,98,18,30.0,14
2024-06-03,SKU0019,97,0,30.0,14
2024-06-10,SKU0019,85,12,30.0,14
2024-06-17,SKU0019,85,0,30.0,14
2024-06-24,SKU0019,84,5,30.0,14
2024-07-01,SKU0019,68,0,30.0,14
2024-07-08,SKU0019,59,0,30.0,14
2024-07-15,SKU0019,49,0,30.0,14
2024-07-22,SKU0019,38,0,30.0,14
2024-07-29,SKU0019,26,0,30.0,14
2024-08-05,SKU0019,9,117,30.0,14
2024-08-12,SKU0019,0,57,30.0,14
2024-08-19,SKU0019,169,111,30.0,14
2024-08-26,SKU0019,169,0,30.0,14
2024-09-02,SKU0019,169,0,30.0,14
2024-09-09,SKU0019,159,0,30.0,14
2024-09-16,SKU0019,146,0,30.0,14
2024-09-23,SKU0019,139,0,30.0,14
2024-09-30,SKU0019,138,108,30.0,14
2024-10-07,SKU0019,120,0,30.0,14
2024-10-14,SKU0019,119,0,30.0,14
2024-10-21,SKU0019,100,0,30.0,14
2024-10-28,SKU0019,76,0,30.0,14
2024-11-04,SKU0019,54,28,30.0,14
2024-11-11,SKU0019,49,0,30.0,14
2024-11-18,SKU0019,28,0,30.0,14
2024-11-25,SKU0019,25,0,30.0,14
2024-12-02,SKU0019,137,0,30.0,14
2024-12-09,SKU0019,118,0,30.0,14
2024-12-16,SKU0019,97,0,30.0,14
2024-12-23,SKU0019,92,0,30.0,14
2024-12-30,SKU0019,91,47,30.0,14
2025-01-06,SKU0019,72,112,30.0,14
2025-01-13,SKU0019,72,0,30.0,14
2025-01-20,SKU0019,58,21,30.0,14
2025-01-27,SKU0019,35,59,30.0,14
2025-02-03,SKU0019,30,69,30.0,14
2025-02-10,SKU0019,19,15,30.0,14
2025-02-17,SKU0019,68,108,30.0,14
2025-02-24,SKU0019,48,0,30.0,14
2025-03-03,SKU0019,47,26,30.0,14
2025-03-10,SKU0019,32,34,30.0,14
2025-03-17,SKU0019,10,0,30.0,14
2025-03-24,SKU0019,91,0,30.0,14
2025-03-31,SKU0019,86,0,30.0,14
2025-04-07,SKU0019,78,0,30.0,14
2025-04-14,SKU0019,58,0,30.0,14
2025-04-21,SKU0019,34,0,30.0,14
2025-04-28,SKU0019,18,0,30.0,14
2025-05-05,SKU0019,0,0,30.0,14
2025-05-12,SKU0019,0,10,30.0,14
2025-05-19,SKU0019,71,0,30.0,14
2025-05-26,SKU0019,60,88,30.0,14
2025-06-02,SKU0019,39,15,30.0,14
2025-06-09,SKU0019,15,0,30.0,14
2025-06-16,SKU0019,0,0,30.0,14
2025-06-23,SKU0019,0,77,30.0,14
2025-06-30,SKU0019,0,0,30.0,14
2025-07-07,SKU0019,62,0,30.0,14
2025-07-14,SKU0019,41,0,30.0,14
2025-07-21,SKU0019,17,114,30.0,14
2025-07-28,SKU0019,106,0,30.0,14
2025-08-04,SKU0019,84,0,30.0,14
2025-08-11,SKU0019,82,0,30.0,14
2025-08-18,SKU0019,67,0,30.0,14
2025-08-25,SKU0019,54,0,30.0,14
2025-09-01,SKU0019,39,0,30.0,14
2025-09-08,SKU0019,28,0,30.0,14
2025-09-15,SKU0019,195,86,30.0,14
2025-09-22,SKU0019,172,37,30.0,14
2025-09-29,SKU0019,171,0,30.0,14
2024-08-19,SKU0020,49,27,29.0,33
2024-08-26,SKU0020,43,13,29.0,33
2024-09-02,SKU0020,217,61,29.0,33
2024-09-09,SKU0020,199,0,29.0,33
2024-09-16,SKU0020,188,52,29.0,33
2024-09-23,SKU0020,185,0,29.0,33
2024-09-30,SKU0020,182,0,29.0,33
2024-10-07,SKU0020,174,0,29.0,33
2024-10-14,SKU0020,165,96,29.0,33
2024-10-21,SKU0020,143,0,29.0,33
2024-10-28,SKU0020,137,0,29.0,33
2024-11-04,SKU0020,125,0,29.0,33
2024-11-11,SKU0020,105,0,29.0,33
2024-11-18,SKU0020,103,0,29.0,33
2024-11-25,SKU0020,80,0,29.0,33
2024-12-02,SKU0020,62,0,29.0,33
2024-12-09,SKU0020,53,0,29.0,33
2024-12-16,SKU0020,45,0,29.0,33
2024-12-23,SKU0020,22,79,29.0,33
2024-12-30,SKU0020,7,119,29.0,33
2025-01-06,SKU0020,5,27,29.0,33
2025-01-13,SKU0020,1,0,29.0,33
2025-01-20,SKU0020,0,108,29.0,33
2025-01-27,SKU0020,0,111,29.0,33
2025-02-03,SKU0020,0,0,29.0,33
2025-02-10,SKU0020,85,0,29.0,33
2025-02-17,SKU0020,72,0,29.0,33
2025-02-24,SKU0020,58,48,29.0,33
2025-03-03,SKU0020,49,0,29.0,33
2025-03-10,SKU0020,25,0,29.0,33
2025-03-17,SKU0020,213,0,29.0,33
2025-03-24,SKU0020,195,0,29.0,33
2025-03-31,SKU0020,178,0,29.0,33
2025-04-07,SKU0020,170,54,29.0,33
2025-04-14,SKU0020,154,0,29.0,33
2025-04-21,SKU0020,137,90,29.0,33
2025-04-28,SKU0020,114,33,29.0,33
2025-05-05,SKU0020,112,0,29.0,33
2025-05-12,SKU0020,101,24,29.0,33
2025-05-19,SKU0020,81,0,29.0,33
2025-05-26,SKU0020,72,0,29.0,33
2025-06-02,SKU0020,65,0,29.0,33
2025-06-09,SKU0020,61,0,29.0,33
2025-06-16,SKU0020,44,0,29.0,33
2025-06-23,SKU0020,149,0,29.0,33
2025-06-30,SKU0020,144,0,29.0,33
2025-07-07,SKU0020,127,0,29.0,33
2025-07-14,SKU0020,123,0,29.0,33
2025-07-21,SKU0020,122,13,29.0,33
2025-07-28,SKU0020,115,0,29.0,33
2025-08-04,SKU0020,113,0,29.0,33
2025-08-11,SKU0020,91,0,29.0,33
2025-08-18,SKU0020,89,0,29.0,33
2025-08-25,SKU0020,66,103,29.0,33
2025-09-01,SKU0020,48,0,29.0,33
2025-09-08,SKU0020,27,0,29.0,33
2025-09-15,SKU0020,22,0,29.0,33
2025-09-22,SKU0020,0,0,29.0,33
2025-09-29,SKU0020,0,0,29.0,33
2024-01-01,SKU0021,46,0,36.0,16
2024-01-08,SKU0021,28,0,36.0,16
2024-01-15,SKU0021,12,0,36.0,16
2024-01-22,SKU0021,0,0,36.0,16
2024-01-29,SKU0021,177,0,36.0,16
2024-02-05,SKU0021,177,47,36.0,16
2024-02-12,SKU0021,154,80,36.0,16
2024-02-19,SKU0021,145,0,36.0,16
2024-02-26,SKU0021,129,0,36.0,16
2024-03-04,SKU0021,115,60,36.0,16
2024-03-11,SKU0021,106,51,36.0,16
2024-03-18,SKU0021,102,19,36.0,16
2024-03-25,SKU0021,87,2,36.0,16
2024-04-01,SKU0021,81,0,36.0,16
2024-04-08,SKU0021,67,0,36.0,16
2024-04-15,SKU0021,53,0,36.0,16
2024-04-22,SKU0021,38,0,36.0,16
2024-04-29,SKU0021,38,57,36.0,16
2024-05-06,SKU0021,19,0,36.0,16
2024-05-13,SKU0021,0,0,36.0,16
2024-05-20,SKU0021,0,0,36.0,16
2024-05-27,SKU0021,0,84,36.0,16
2024-06-03,SKU0021,0,0,36.0,16
2024-06-10,SKU0021,148,0,36.0,16
2024-06-17,SKU0021,136,0,36.0,16
2024-06-24,SKU0021,130,0,36.0,16
2024-07-01,SKU0021,107,0,36.0,16
2024-07-08,SKU0021,101,0,36.0,16
2024-07-15,SKU0021,83,0,36.0,16
2024-07-22,SKU0021,75,87,36.0,16
2024-07-29,SKU0021,65,0,36.0,16
2024-08-05,SKU0021,53,0,36.0,16
2024-08-12,SKU0021,43,116,36.0,16
2024-08-19,SKU0021,23,0,36.0,16
2024-08-26,SKU0021,17,0,36.0,16
2024-09-02,SKU0021,0,0,36.0,16
2024-09-09,SKU0021,189,0,36.0,16
2024-09-16,SKU0021,180,0,36.0,16
2024-09-23,SKU0021,156,0,36.0,16
2024-09-30,SKU0021,133,0,36.0,16
2024-10-07,SKU0021,128,0,36.0,16
2024-10-14,SKU0021,125,105,36.0,16
2024-10-21,SKU0021,119,0,36.0,16
2024-10-28,SKU0021,100,107,36.0,16
2024-11-04,SKU0021,77,57,36.0,16
2024-11-11,SKU0021,62,0,36.0,16
2024-11-18,SKU0021,47,71,36.0,16
2024-11-25,SKU0021,36,0,36.0,16
2024-12-02,SKU0021,101,0,36.0,16
2024-12-09,SKU0021,87,0,36.0,16
2024-12-16,SKU0021,65,82,36.0,16
2024-12-23,SKU0021,61,34,36.0,16
2024-12-30,SKU0021,56,0,36.0,16
2025-01-06,SKU0021,56,0,36.0,16
2025-01-13,SKU0021,41,0,36.0,16
2025-01-20,SKU0021,29,0,36.0,16
2025-01-27,SKU0021,28,0,36.0,16
2025-02-03,SKU0021,180,0,36.0,16
2025-02-10,SKU0021,178,0,36.0,16
2025-02-17,SKU0021,168,0,36.0,16
2025-02-24,SKU0021,155,0,36.0,16
2025-03-03,SKU0021,137,0,36.0,16
2025-03-10,SKU0021,129,0,36.0,16
2025-03-17,SKU0021,120,0,36.0,16
2025-03-24,SKU0021,104,0,36.0,16
2025-03-31,SKU0021,96,0,36.0,16
2025-04-07,SKU0021,83,80,36.0,16
2025-04-14,SKU0021,70,0,36.0,16
2025-04-21,SKU0021,54,0,36.0,16
2025-04-28,SKU0021,43,62,36.0,16
2025-05-05,SKU0021,20,0,36.0,16
2025-05-12,SKU0021,17,0,36.0,16
2025-05-19,SKU0021,181,2,36.0,16
2025-05-26,SKU0021,175,41,36.0,16
2025-06-02,SKU0021,173,49,36.0,16
2025-06-09,SKU0021,165,0,36.0,16
2025-06-16,SKU0021,152,0,36.0,16
2025-06-23,SKU0021,146,2,36.0,16
2025-06-30,SKU0021,136,0,36.0,16
2025-07-07,SKU0021,125,0,36.0,16
2025-07-14,SKU0021,115,0,36.0,16
2025-07-21,SKU0021,111,0,36.0,16
2025-07-28,SKU0021,110,53,36.0,16
2025-08-04,SKU0021,106,0,36.0,16
2025-08-11,SKU0021,94,0,36.0,16
2025-08-18,SKU0021,73,0,36.0,16
2025-08-25,SKU0021,56,59,36.0,16
2025-09-01,SKU0021,54,2,36.0,16
2025-09-08,SKU0021,30,0,36.0,16
2025-09-15,SKU0021,23,0,36.0,16
2025-09-22,SKU0021,176,0,36.0,16
2025-09-29,SKU0021,174,0,36.0,16
2024-01-01,SKU0022,288,99,29.0,71
2024-01-08,SKU0022,273,118,29.0,71
2024-01-15,SKU0022,249,0,29.0,71
2024-01-22,SKU0022,235,0,29.0,71
2024-01-29,SKU0022,216,0,29.0,71
2024-02-05,SKU0022,193,0,29.0,71
2024-02-12,SKU0022,171,88,29.0,71
2024-02-19,SKU0022,167,0,29.0,71
2024-02-26,SKU0022,155,115,29.0,71
2024-03-04,SKU0022,136,0,29.0,71
2024-03-11,SKU0022,118,0,29.0,71
2024-03-18,SKU0022,95,0,29.0,71
2024-03-25,SKU0022,79,0,29.0,71
2024-04-01,SKU0022,161,0,29.0,71
2024-04-08,SKU0022,150,0,29.0,71
2024-04-15,SKU0022,145,0,29.0,71
2024-04-22,SKU0022,135,0,29.0,71
2024-04-29,SKU0022,132,0,29.0,71
2024-05-06,SKU0022,124,0,29.0,71
2024-05-13,SKU0022,121,0,29.0,71
2024-05-20,SKU0022,114,0,29.0,71
2024-05-27,SKU0022,103,0,29.0,71
2024-06-03,SKU0022,80,0,29.0,71
2024-06-10,SKU0022,74,0,29.0,71
2024-06-17,SKU0022,53,0,29.0,71
2024-06-24,SKU0022,53,0,29.0,71
2024-07-01,SKU0022,102,17,29.0,71
2024-07-08,SKU0022,100,0,29.0,71
2024-07-15,SKU0022,87,35,29.0,71
2024-07-22,SKU0022,85,0,29.0,71
2024-07-29,SKU0022,249,0,29.0,71
2024-08-05,SKU0022,234,0,29.0,71
2024-08-12,SKU0022,210,101,29.0,71
2024-08-19,SKU0022,195,0,29.0,71
2024-08-26,SKU0022,189,43,29.0,71
2024-09-02,SKU0022,173,0,29.0,71
2024-09-09,SKU0022,166,113,29.0,71
2024-09-16,SKU0022,150,0,29.0,71
2024-09-23,SKU0022,139,0,29.0,71
2024-09-30,SKU0022,134,0,29.0,71
2024-10-07,SKU0022,130,0,29.0,71
2024-10-14,SKU0022,120,0,29.0,71
2024-10-21,SKU0022,115,86,29.0,71
2024-10-28,SKU0022,99,0,29.0,71
2024-11-04,SKU0022,79,19,29.0,71
2024-11-11,SKU0022,77,0,29.0,71
2024-11-18,SKU0022,61,0,29.0,71
2024-11-25,SKU0022,58,0,29.0,71
2024-12-02,SKU0022,49,0,29.0,71
2024-12-09,SKU0022,30,0,29.0,71
2024-12-16,SKU0022,8,0,29.0,71
2024-12-23,SKU0022,6,0,29.0,71
2024-12-30,SKU0022,0,97,29.0,71
2025-01-06,SKU0022,0,0,29.0,71
2025-01-13,SKU0022,0,0,29.0,71
2025-01-20,SKU0022,0,2,29.0,71
2025-01-27,SKU0022,161,2,29.0,71
2025-02-03,SKU0022,147,0,29.0,71
2025-02-10,SKU0022,147,36,29.0,71
2025-02-17,SKU0022,138,0,29.0,71
2025-02-24,SKU0022,130,0,29.0,71
2025-03-03,SKU0022,115,0,29.0,71
2025-03-10,SKU0022,112,0,29.0,71
2025-03-17,SKU0022,88,0,29.0,71
2025-03-24,SKU0022,82,0,29.0,71
2025-03-31,SKU0022,148,0,29.0,71
2025-04-07,SKU0022,141,0,29.0,71
2025-04-14,SKU0022,124,0,29.0,71
2025-04-21,SKU0022,105,0,29.0,71
2025-04-28,SKU0022,91,0,29.0,71
2025-05-05,SKU0022,85,0,29.0,71
2025-05-12,SKU0022,78,0,29.0,71
2025-05-19,SKU0022,129,0,29.0,71
2025-05-26,SKU0022,121,0,29.0,71
2025-06-02,SKU0022,116,0,29.0,71
2025-06-09,SKU0022,92,0,29.0,71
2025-06-16,SKU0022,75,0,29.0,71
2025-06-23,SKU0022,240,7,29.0,71
2025-06-30,SKU0022,219,111,29.0,71
2025-07-07,SKU0022,207,0,29.0,71
2025-07-14,SKU0022,199,0,29.0,71
2025-07-21,SKU0022,198,78,29.0,71
2025-07-28,SKU0022,177,6,29.0,71
2025-08-04,SKU0022,166,0,29.0,71
2025-08-11,SKU0022,147,0,29.0,71
2025-08-18,SKU0022,147,110,29.0,71
2025-08-25,SKU0022,144,0,29.0,71
2025-09-01,SKU0022,130,0,29.0,71
2025-09-08,SKU0022,114,0,29.0,71
2025-09-15,SKU0022,110,6,29.0,71
2025-09-22,SKU0022,88,0,29.0,71
2025-09-29,SKU0022,77,0,29.0,71
2024-01-01,SKU0023,247,0,18.0,74
2024-01-08,SKU0023,234,0,18.0,74
2024-01-15,SKU0023,234,0,18.0,74
2024-01-22,SKU0023,215,0,18.0,74
2024-01-29,SKU0023,204,73,18.0,74
2024-02-05,SKU0023,200,0,18.0,74
2024-02-12,SKU0023,187,38,18.0,74
2024-02-19,SKU0023,183,0,18.0,74
2024-02-26,SKU0023,173,0,18.0,74
2024-03-04,SKU0023,172,0,18.0,74
2024-03-11,SKU0023,157,0,18.0,74
2024-03-18,SKU0023,139,0,18.0,74
2024-03-25,SKU0023,115,0,18.0,74
2024-04-01,SKU0023,98,0,18.0,74
2024-04-08,SKU0023,83,0,18.0,74
2024-04-15,SKU0023,80,0,18.0,74
2024-04-22,SKU0023,78,0,18.0,74
2024-04-29,SKU0023,190,96,18.0,74
2024-05-06,SKU0023,181,75,18.0,74
2024-05-13,SKU0023,171,0,18.0,74
2024-05-20,SKU0023,150,0,18.0,74
2024-05-27,SKU0023,139,38,18.0,74
2024-06-03,SKU0023,116,0,18.0,74
2024-06-10,SKU0023,93,0,18.0,74
2024-06-17,SKU0023,70,0,18.0,74
2024-06-24,SKU0023,239,0,18.0,74
2024-07-01,SKU0023,239,0,18.0,74
2024-07-08,SKU0023,232,101,18.0,74
2024-07-15,SKU0023,230,0,18.0,74
2024-07-22,SKU0023,217,107,18.0,74
2024-07-29,SKU0023,199,29,18.0,74
2024-08-05,SKU0023,194,0,18.0,74
2024-08-12,SKU0023,173,0,18.0,74
2024-08-19,SKU0023,153,0,18.0,74
2024-08-26,SKU0023,142,69,18.0,74
2024-09-02,SKU0023,131,0,18.0,74
2024-09-09,SKU0023,127,0,18.0,74
2024-09-16,SKU0023,119,0,18.0,74
2024-09-23,SKU0023,98,0,18.0,74
2024-09-30,SKU0023,89,0,18.0,74
2024-10-07,SKU0023,85,0,18.0,74
2024-10-14,SKU0023,66,88,18.0,74
2024-10-21,SKU0023,60,105,18.0,74
2024-10-28,SKU0023,245,0,18.0,74
2024-11-04,SKU0023,233,0,18.0,74
2024-11-11,SKU0023,224,0,18.0,74
2024-11-18,SKU0023,224,0,18.0,74
2024-11-25,SKU0023,202,41,18.0,74
2024-12-02,SKU0023,199,0,18.0,74
2024-12-09,SKU0023,178,0,18.0,74
2024-12-16,SKU0023,168,0,18.0,74
2024-12-23,SKU0023,150,0,18.0,74
2024-12-30,SKU0023,147,76,18.0,74
2025-01-06,SKU0023,141,59,18.0,74
2025-01-13,SKU0023,135,0,18.0,74
2025-01-20,SKU0023,127,0,18.0,74
2025-01-27,SKU0023,106,6,18.0,74
2025-02-03,SKU0023,102,0,18.0,74
2025-02-10,SKU0023,80,80,18.0,74
2025-02-17,SKU0023,124,41,18.0,74
2025-02-24,SKU0023,101,0,18.0,74
2025-03-03,SKU0023,83,0,18.0,74
2025-03-10,SKU0023,83,0,18.0,74
2025-03-17,SKU0023,76,0,18.0,74
2025-03-24,SKU0023,239,6,18.0,74
2025-03-31,SKU0023,229,105,18.0,74
2025-04-07,SKU0023,227,0,18.0,74
2025-04-14,SKU0023,217,0,18.0,74
2025-04-21,SKU0023,214,0,18.0,74
2025-04-28,SKU0023,196,0,18.0,74
2025-05-05,SKU0023,183,0,18.0,74
2025-05-12,SKU0023,159,0,18.0,74
2025-05-19,SKU0023,150,107,18.0,74
2025-05-26,SKU0023,126,0,18.0,74
2025-06-02,SKU0023,125,0,18.0,74
2025-06-09,SKU0023,106,0,18.0,74
2025-06-16,SKU0023,83,88,18.0,74
2025-06-23,SKU0023,78,89,18.0,74
2025-06-30,SKU0023,141,0,18.0,74
2025-07-07,SKU0023,131,0,18.0,74
2025-07-14,SKU0023,123,0,18.0,74
2025-07-21,SKU0023,121,0,18.0,74
2025-07-28,SKU0023,102,0,18.0,74
2025-08-04,SKU0023,96,0,18.0,74
2025-08-11,SKU0023,85,0,18.0,74
2025-08-18,SKU0023,202,0,18.0,74
2025-08-25,SKU0023,192,0,18.0,74
2025-09-01,SKU0023,175,0,18.0,74
2025-09-08,SKU0023,165,0,18.0,74
2025-09-15,SKU0023,163,0,18.0,74
2025-09-22,SKU0023,148,101,18.0,74
2025-09-29,SKU0023,135,0,18.0,74
2024-01-01,SKU0024,274,0,14.0,76
2024-01-08,SKU0024,265,0,14.0,76
2024-01-15,SKU0024,246,99,14.0,76
2024-01-22,SKU0024,239,66,14.0,76
2024-01-29,SKU0024,229,0,14.0,76
2024-02-05,SKU0024,213,0,14.0,76
2024-02-12,SKU0024,207,0,14.0,76
2024-02-19,SKU0024,183,0,14.0,76
2024-02-26,SKU0024,172,101,14.0,76
2024-03-04,SKU0024,170,0,14.0,76
2024-03-11,SKU0024,170,0,14.0,76
2024-03-18,SKU0024,159,0,14.0,76
2024-03-25,SKU0024,141,0,14.0,76
2024-04-01,SKU0024,133,75,14.0,76
2024-04-08,SKU0024,122,0,14.0,76
2024-04-15,SKU0024,110,0,14.0,76
2024-04-22,SKU0024,108,0,14.0,76
2024-04-29,SKU0024,87,0,14.0,76
2024-05-06,SKU0024,74,77,14.0,76
2024-05-13,SKU0024,72,0,14.0,76
2024-05-20,SKU0024,56,0,14.0,76
2024-05-27,SKU0024,184,0,14.0,76
2024-06-03,SKU0024,177,0,14.0,76
2024-06-10,SKU0024,172,82,14.0,76
2024-06-17,SKU0024,156,93,14.0,76
2024-06-24,SKU0024,144,0,14.0,76
2024-07-01,SKU0024,123,82,14.0,76
2024-07-08,SKU0024,114,0,14.0,76
2024-07-15,SKU0024,104,24,14.0,76
2024-07-22,SKU0024,91,0,14.0,76
2024-07-29,SKU0024,91,0,14.0,76
2024-08-05,SKU0024,162,0,14.0,76
2024-08-12,SKU0024,142,85,14.0,76
2024-08-19,SKU0024,141,0,14.0,76
2024-08-26,SKU0024,123,0,14.0,76
2024-09-02,SKU0024,122,0,14.0,76
2024-09-09,SKU0024,100,0,14.0,76
2024-09-16,SKU0024,98,0,14.0,76
2024-09-23,SKU0024,88,0,14.0,76
2024-09-30,SKU0024,64,74,14.0,76
2024-10-07,SKU0024,227,42,14.0,76
2024-10-14,SKU0024,211,97,14.0,76
2024-10-21,SKU0024,189,0,14.0,76
2024-10-28,SKU0024,186,0,14.0,76
2024-11-04,SKU0024,172,0,14.0,76
2024-11-11,SKU0024,150,48,14.0,76
2024-11-18,SKU0024,141,0,14.0,76
2024-11-25,SKU0024,127,62,14.0,76
2024-12-02,SKU0024,125,0,14.0,76
2024-12-09,SKU0024,120,0,14.0,76
2024-12-16,SKU0024,120,0,14.0,76
2024-12-23,SKU0024,115,0,14.0,76
2024-12-30,SKU0024,113,0,14.0,76
2025-01-06,SKU0024,91,0,14.0,76
2025-01-13,SKU0024,79,0,14.0,76
2025-01-20,SKU0024,66,0,14.0,76
2025-01-27,SKU0024,57,0,14.0,76
2025-02-03,SKU0024,156,33,14.0,76
2025-02-10,SKU0024,149,0,14.0,76
2025-02-17,SKU0024,125,0,14.0,76
2025-02-24,SKU0024,117,0,14.0,76
2025-03-03,SKU0024,104,0,14.0,76
2025-03-10,SKU0024,98,0,14.0,76
2025-03-17,SKU0024,240,91,14.0,76
2025-03-24,SKU0024,240,35,14.0,76
2025-03-31,SKU0024,220,0,14.0,76
2025-04-07,SKU0024,212,0,14.0,76
2025-04-14,SKU0024,205,0,14.0,76
2025-04-21,SKU0024,198,0,14.0,76
2025-04-28,SKU0024,198,0,14.0,76
2025-05-05,SKU0024,197,0,14.0,76
2025-05-12,SKU0024,191,0,14.0,76
2025-05-19,SKU0024,185,0,14.0,76
2025-05-26,SKU0024,168,97,14.0,76
2025-06-02,SKU0024,168,0,14.0,76
2025-06-09,SKU0024,168,0,14.0,76
2025-06-16,SKU0024,159,0,14.0,76
2025-06-23,SKU0024,153,0,14.0,76
2025-06-30,SKU0024,138,7,14.0,76
2025-07-07,SKU0024,132,26,14.0,76
2025-07-14,SKU0024,125,44,14.0,76
2025-07-21,SKU0024,125,0,14.0,76
2025-07-28,SKU0024,110,81,14.0,76
2025-08-04,SKU0024,88,76,14.0,76
2025-08-11,SKU0024,76,0,14.0,76
2025-08-18,SKU0024,135,0,14.0,76
2025-08-25,SKU0024,125,0,14.0,76
2025-09-01,SKU0024,116,0,14.0,76
2025-09-08,SKU0024,93,0,14.0,76
2025-09-15,SKU0024,72,0,14.0,76
2025-09-22,SKU0024,188,0,14.0,76
2025-09-29,SKU0024,180,47,14.0,76
2025-01-27,SKU0025,177,0,42.0,55
2025-02-03,SKU0025,159,19,42.0,55
2025-02-10,SKU0025,139,85,42.0,55
2025-02-17,SKU0025,138,66,42.0,55
2025-02-24,SKU0025,130,0,42.0,55
2025-03-03,SKU0025,117,87,42.0,55
2025-03-10,SKU0025,116,0,42.0,55
2025-03-17,SKU0025,115,0,42.0,55
2025-03-24,SKU0025,102,0,42.0,55
2025-03-31,SKU0025,97,105,42.0,55
2025-04-07,SKU0025,81,85,42.0,55
2025-04-14,SKU0025,71,0,42.0,55
2025-04-21,SKU0025,63,23,42.0,55
2025-04-28,SKU0025,56,75,42.0,55
2025-05-05,SKU0025,221,0,42.0,55
2025-05-12,SKU0025,220,105,42.0,55
2025-05-19,SKU0025,215,42,42.0,55
2025-05-26,SKU0025,201,0,42.0,55
2025-06-02,SKU0025,198,38,42.0,55
2025-06-09,SKU0025,177,55,42.0,55
2025-06-16,SKU0025,153,0,42.0,55
2025-06-23,SKU0025,140,0,42.0,55
2025-06-30,SKU0025,135,0,42.0,55
2025-07-07,SKU0025,129,0,42.0,55
